4,4,"Surat pernyataan kebenaran dokumen, tanah tidak dalam sengketa, management tidak dalam permasalahan",0
4,5,Pertimbangan Teknis Pertanahan,0
4,6,Surat kuasa pengurusan izin (bagi yang menggunakan kuasa),0
5,1,Surat Pengantar Camat Setempat,0
5,2,Foto copy KTP ,0
5,3,Fotocopy izin-izin penunjang usaha yaitu IPR dan izin lingkungan beserta dokumen lingkungannya/SPPL,0
5,4,"Surat pernyataan kebenaran dokumen, tanah tidak dalam sengketa, management tidak dalam permasalahan",0
5,5,Gambar teknis IMB dengan ukuran kertas A3,0
5,6,Surat kuasa pengurusan izin (bagi yang menggunakan kuasa),0
6,1, Pengantar Camat Setempat,0
6,2,Foto copy KTP ,0
6,3,"Foto copy izin-izin penunjang usaha yaitu IPR (untuk Permohonan SITU tidak wajib), izin lingkungan/SPPL dan IMB lengkap dengan gambarnya",0
6,4,"Surat pernyataan kebenaran dokumen, tanah tidak dalam sengketa, management tidak dalam permasalahan",0
6,5,Daftar nilai investasi diluar tanah dan bangunan (khusus untuk permohonan izin gangguan),0
6,6,Laporan Kegatiatan Penanaman Modal (LKPM) (khusus untuk permohonan izin gangguan),0
6,7,Surat kuasa pengurusan izin ,0
7,1, Pengantar Camat Setempat,0
7,2,Foto copy KTP ,0
7,3,"Foto copy izin-izin penunjang usaha yaitu IPR (untuk Permohonan SITU tidak wajib), izin lingkungan/SPPL dan IMB lengkap dengan gambarnya",0
7,4,"Surat pernyataan kebenaran dokumen, tanah tidak dalam sengketa, management tidak dalam permasalahan",0
7,5,Daftar nilai investasi diluar tanah dan bangunan (khusus untuk permohonan izin gangguan),0
7,6,Laporan Kegatiatan Penanaman Modal (LKPM) (khusus untuk permohonan izin gangguan),0
7,7,Surat kuasa pengurusan izin ,0
8,1, Pengantar Camat Setempat,0
8,2,Foto copy KTP ,0
8,3,"Foto copy izin-izin penunjang usaha yaitu IPR (untuk Permohonan SITU tidak wajib), izin lingkungan/SPPL dan IMB lengkap dengan gambarnya",0
8,4,"Surat pernyataan kebenaran dokumen, tanah tidak dalam sengketa, management tidak dalam permasalahan",0
8,5,Surat kuasa pengurusan izin ,0
9,1,Surat Pengantar Camat Setempat,0
9,2,Fotocopy KTP ,0
9,3,Fotocopy NPWP,0
9,4,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
9,5,Fotocopy izin usaha dan TDP,0
9,6,"Fotocopy akta pendirian perusahaan dan pengesahannya (PT, CV, Koperasi) perorangan tidak perlu",0
9,7,"Rekomendasi pertamina (untuk SPBU, SPPBE)/faktur pembelian dari agen resmi pertamina (bagi industri) terkait kapasitas penyimpanan",0
9,8,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
10,1,Surat Pengantar Camat Setempat,0
10,2,Fotocopy KTP ,0
10,3,Fotocopy NPWP,0
10,4,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
10,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (PT, CV, Koperasi) perorangan tidak perlu",0
10,6,Foto berwarna dengan baju berkerah (4 x 6 = 2 lembar),0
10,7,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
11,1,Surat Pengantar Camat Setempat,0
11,2,Fotocopy KTP ,0
11,3,Fotocopy NPWP,0
11,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (PT, CV, Koperasi) perorangan tidak perlu",0
11,5,"Fotocopy izin penunjang usaha (IPR, IMB, izin lokasi untuk usaha yang menggunakan lahan dengan luas 1 hektar atau lebih / izin penetapan lokasi bagi bangunan milik pemerintah, izin lingkungan, rekomendasi pengelolaan lingkungan berupa SPPL UKL-UPL/Amdal, izin gangguan)",0
11,6,Foto berwarna dengan baju berkerah (4 x 6 = 2 lembar),0
11,7,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
12,1,Surat Pengantar Camat Setempat,0
12,2,Fotocopy KTP ,0
12,3,Fotocopy NPWP,0
12,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (PT, CV, Koperasi) perorangan tidak perlu",0
12,5,Foto copy izin penunjang usaha,0
12,6,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
13,1,Surat Pengantar Camat Setempat,0
13,2,Fotocopy KTP ,0
13,3,Fotocopy NPWP,0
13,4,Pengantar dari UPT kecamatan setempat,0
13,5,"Rekomendasi dari Dinas Peternakan, Kelautan dan Perikanan Kab. Karangasem",0
13,6,Fotocopy izin penunjang usaha,0
13,7,"Fotocopy akta pendirian perusahaan dan pengesahannya (PT, CV, Koperasi) perorangan tidak perlu",0
13,8,Foto berwarna dengan baju berkerah (4 x 6 = 2 lembar),0
13,9,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
14,1,Surat Pengantar Camat Setempat,0
14,2,Fotocopy KTP ,0
14,3,Fotocopy NPWP,0
14,4,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
14,5,Surat keterangan hewan yang akan dipotong dalam keadaan sehat (dari petugas yang berwenang),0
14,6,Surat keterangan higinies (tempat pemotongan yang dipakai dalam keadaan higienis ) dari petugas yang berwenang,0
14,7,Foto berwarna dengan baju berkerah (4 x 6 = 2 lembar),0
14,8,"Rekomendasi dari Kepala Dinas Peternakan, Kelautan dan Perikanan Kab. Karangasem",0
14,9,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
15,1,Surat Pengantar Camat Setempat,0
15,2,Fotocopy KTP ,0
15,3,Fotocopy NPWP,0
15,4,Surat Pernyataan Pengelolaan Lingkungan / SPPL,0
15,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (PT, CV, Koperasi) perorangan tidak perlu",0
15,6,Bukti kepemilikan lahan/bukti pembayaran pajak tahun berjalan ,0
15,7,Perjanjian/ikatan awal dengan pemilik lahan apabila lahan bukan milik pemohon,0
15,8,Foto berwarna dengan baju berkerah (4 x 6 = 2 lembar),0
15,9,Tenaga penanggung jawab toko obat hewan,0
15,10,Daftar sarana/peralatan untuk melakukan kegiatan usaha,0
15,11,Daftar obat-obatan yang diusahakan,0
15,12,Denah lokasi,0
15,13,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
16,1,Surat Pengantar Camat Setempat,0
16,2,Fotocopy KTP ,0
16,3,Fotocopy NPWP,0
16,4,Fotocopy izin penunjang usaha (SPPL),0
16,5,"Akta pendirian perusahaan dan pengesahannya (PT, CV, Koperasi) perorangan tidak perlu",0
16,6,"Rekomendasi Kepala Dinas Peternakan, Kelautan dan Perikanan Kab. Karangasem",0
16,7,"Rekomendasi dari Asosiasi Obat Hewan Indonesia pengurus daerah setempat, apabila di kabupaten belum ada asosiasi tersebut maka rekomendasi diterbitkan oleh Asosiasi Obat Hewan Pusat",0
16,8,Tenaga dr Hewan/Apoteker yang bekerja tetap sebagai penanggungjawab teknis,0
16,9,Sama dengan daftar toko obat,0
16,10,Pas foto berwarna dengan baju berkerah (4 x 6 = 2 lembar),0
16,11,Surat pernyataan menyediakan tempat penyimpanan obat ,0
16,12,Denah lokasi,0
16,13,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
17,1,Surat Pengantar Camat Setempat,0
17,2,Fotocopy KTP ,0
17,3,Fotocopy NPWP,0
17,4,"Rekomendasi Kepala Dinas Peternakan, Kelautan dan Perikanan Kab. Karangasem",0
17,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (PT, CV, Koperasi) perorangan tidak perlu",0
17,6,Bukti kepemilikan lahan/bukti pembayaran pajak tahun berjalan ,0
17,7,Perjanjian/ikatan awal dengan pemilik lahan apabila lahan bukan milik pemohon,0
17,8,Pas foto berwarna dengan baju berkerah (4 x 6 = 2 lembar),0
17,9,Denah lokasi,0
17,10,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
18,1,Surat Pengantar Camat Setempat,0
18,2,Fotocopy KTP ,0
18,3,Fotocopy NPWP,0
18,4,Fotocopy izin-izin penunjang usaha,0
18,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (PT, CV, Koperasi) perorangan tidak perlu",0
18,6,Rekomendasi dari Kepala Dinas Kesehatan Kabupaten Karangasem,0
18,7,Struktur organisasi pelayanan kesehatan yang teruraikan dalam pembagian tugas dan fungsi pelayanan daftar ketenagaan yang tersedia dan daftar tarif,0
18,8,Surat pernyataan tidak keberatan dari atasan langsung bagi tenaga medis/paramedis yang bekerja sebagai Pegawai Negeri Sipil,0
18,9,Fotocopy STR dan SIPA Apoteker penanggungjawab instansi farmasi,0
18,10,Fotocopy SIP (Surat Izin Praktik) tenaga dokter dan dokter penanggung jawab,0
18,11,Fotocopy SIKB ( Surat Izin Kerja Bidan) bagi tenaga paramedis Bidan,0
18,12,Fotocopy STR dan SIKP (Surat Izin Kerja Perawat) bagi tenaga paramedis perawat,0
18,13,Pas foto berwarna penanggungjawab dengan baju berkerah 4 x 6 (2 lembar),0
18,14,Semua persyaratan beserta blanko dilampirkan rangkap (2),0
18,15,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
19,1,Surat Pengantar Camat Setempat,0
19,2,Fotocopy KTP ,0
19,3,Fotocopy NPWP,0
19,4,Fotocopy STR dan SIPA Apoteker pengelola apotik,0
19,5,Fotocopy STR dan SIPA Apoteker Pendamping (bila ada),0
19,6,Fotocopy akta perjanjian kerja sama antara pemilik sarana apotek dengan Apoteker Pengelola Apotek (apabila menggunakan sarana apotek milik pihak lain),0
19,7,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
19,8,Daftar terperinci alat perlengkapan apotek,0
19,9,Surat pernyataan dari apoteker pengelola apotek bahwa tidak bekerja tetap pada perusahaan farmasi lain dan tidak menjadi apoteker pengelola apotek di apotek lain,0
19,10,Surat pernyataan dari pemilik sarana tidak pernah terlibat pelanggaran peraturan perundang-undangan di bidang obat,0
19,11,Denah lokasi,0
19,12,Rekomendasi dari Kepala Dinas Kesehatan Kabupaten Karangasem,0
19,13,"Daftar asisten apoteker dengan mencantumkan nama, tanggal lulus, dan nomor surat izin kerja",0
19,14,Semua persyaratan beserta blanko dilampirkan rangkap (2),0
19,15,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
20,1,Surat Pengantar Camat Setempat,0
20,2,Fotocopy KTP ,0
20,3,Fotocopy NPWP,0
20,4,Fotocopy izin penunjang usaha (SPPL),0
20,5,Fotocopy Sertifikat Produksi Pangan - Industri Rumah Tangga (SPP-IRT) dan fotocopy sertifikat laik sehat yang masih berlaku dan dari Dinas Kesehatan (diserahkan setelah team melaksanakan kunjungan lapangan),0
20,6,Bukti kepemilikan lahan/bukti pembayaran pajak tahun berjalan ,0
20,7,Perjanjian/ikatan awal dengan pemilik lahan apabila lahan bukan milik pemohon,0
20,8,Pas foto berwarna  dengan baju berkerah 4 x 6 (2 lembar),0
20,9,Denah lokasi,0
20,10,Semua persyaratan beserta blanko dilampirkan rangkap (2),0
20,11,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
21,1,Surat Pengantar Camat Setempat,0
21,2,Fotocopy KTP ,0
21,3,Fotocopy NPWP,0
21,4,Fotocopy izin-izin penunjang usaha ,0
21,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
21,6,Hasil analisa kondisi sosial ekonomi masyarakat yang telah mendapatkan rekomendasi dari Dinas Perindustrian dan Perdagangan,0
21,7,Rencana kemitraan dengan UKM dan Koperasi,0
21,8,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
22,1,Surat Pengantar Camat Setempat,0
22,2,Fotocopy KTP ,0
22,3,Fotocopy NPWP,0
22,4,Fotocopy izin-izin penunjang usaha ,0
22,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
22,6,Analisa kondisi sosial ekonomi masyarakat yang telah mendapatkan rekomendasi dari Dinas Perindustrian dan Perdagangan,0
22,7,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
23,1,Surat Pengantar Camat Setempat,0
23,2,Fotocopy KTP ,0
23,3,Fotocopy NPWP,0
23,4,Fotocopy izin-izin penunjang usaha ,0
23,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
23,6,Analisa kondisi sosial ekonomi masyarakat yang telah mendapatkan rekomendasi dari Dinas Perindustrian dan Perdagangan,0
23,7,Rencana kemitraan dengan UKM dan Koperasi,0
23,8,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
24,1,Surat Pengantar Camat Setempat,0
24,2,Fotocopy KTP ,0
24,3,"Fotocopy izin penunjang usaha (IPR, IMB, izin lokasi untuk usaha yang menggunakan lahan dengan luas 1 hektar atau lebih / izin penetapan lokasi bagi bangunan milik pemerintah, izin lingkungan, rekomendasi pengelolaan lingkungan berupa SPPL UKL-UPL/Amdal, izin gangguan ) (Sebelum pemberlakuan Izin Pemanfaatan Ruang (IPR), dapat melampirkan Izin Prinsip/Rekomendasi Pemanfaatan Lapangan yang setara dengan IPR)",0
24,4,Program Pelatihan Kerja berbasis kompetensi (kurikulum berbasis),0
24,5,Data inventaris sarana dan prasarana latihan,0
24,6,Data tenaga instruktur ,0
24,7,Struktur organisasi pengelolaan,0
24,8,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
24,9,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
26,1,Surat Pengantar Camat Setempat,0
26,2,Fotocopy KTP penanggung jawab,0
26,3,Fotocopy NPWP,0
26,4,"Fotocopy izin penunjang usaha (IPR, IMB, izin lokasi untuk usaha yang menggunakan lahan dengan luas 1 hektar atau lebih / izin penetapan lokasi bagi bangunan milik pemerintah, izin lingkungan, rekomendasi pengelolaan lingkungan berupa SPPL UKL-UPL/Amdal, izin gangguan ) (Sebelum pemberlakuan Izin Pemanfaatan Ruang (IPR), dapat melampirkan Izin Prinsip/Rekomendasi Pemanfaatan Lapangan yang setara dengan IPR)",0
26,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
26,6,"Surat pernyataan kesanggupan penanggung jawab, kesanggupan masing-masing tenaga teknis, kesediaan mengikuti program pemantapan mutu",0
26,7,Data kelengkapan bangunan dan peralatan,0
26,8,Rekomendasi dari Dinas Kesehatan,0
26,9,Semua persyaratan beserta blanko dilampirkan rangkap (2),0
26,10,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
27,1,Surat Pengantar Camat Setempat,0
27,2,Fotocopy KTP ,0
27,3,Fotocopy NPWP,0
27,4,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
27,5,"Fotocopy ijazah, STR, dan Surat Izin Kerja Asisten Apoteker",0
27,6,Surat pernyataan kesediaan bekerja Asisten Apoteker sebagai penanggungjawab teknis ,0
27,7,Denah lokasi tempat usaha,0
27,8,Rekomendasi dari Dinas Kesehatan,0
27,9,Semua persyaratan beserta blanko dilampirkan rangkap (2),0
27,10,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
28,1,Surat Pengantar Camat Setempat,0
28,2,Fotocopy KTP ,0
28,3,Fotocopy NPWP,0
28,4,Fotocopy izin-izin penunjang usaha ,0
28,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
28,6,Surat pernyataan refraksionis optisien sebagai penanggungjawab optikal,0
28,7,Surat keterangan sehat dari dokter kepada refraksionis,0
28,8,Fotokopi ijazah refraksionis yang sudah dilegalisir,0
28,9,Fotocopy KTP refraksionis optisien ,0
28,10,Surat pernyataan kerjasama antara laboratorium optic tempat pemrosesan lensa pesanan (apabila optikal tidak memiliki laboratorium sendiri),0
28,11,Foto berwarna dengan baju berkerah (4 x 6 = 2 lembar),0
28,12,Daftar sarana dan peralatan,0
28,13,Daftar pegawai serta tugas dan fungsinya,0
28,14,Fotocopy SIK Refraksionis,0
28,15,Rekomendasi dari Gapopin,0
28,16,Rekomendasi dari Kepala Dinas Kesehatan ,0
28,17,Semua persyaratan beserta blanko dilampirkan rangkap (2),0
28,18,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
29,1,Surat Pengantar Camat Setempat,0
29,2,Fotocopy KTP ,0
29,3,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
29,4,Fotocopy Izin usaha yang dimiliki,0
29,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
29,6,Fotocopy hasil pengujian kwalitas air limbah,0
29,7,Gambar alur air limbah dari proses produksi sampai titik pembuangan ke sumber air ,0
29,8,Kajian teknis dampak pembuangan air limbah bagi usaha/kegiatan yang belum mencantumkannya dalam Dokumen Lingkungan Hidup (Amdal/UKL-UPL),0
29,9,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
30,1,Surat Pengantar Camat Setempat,0
30,2,Fotocopy KTP ,0
30,3,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
30,4,Fotocopy Izin usaha yang dimiliki,0
30,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
30,6,Fotocopy hasil pengujian kwalitas air limbah,0
30,7,Kajian teknis dampak pembuangan air limbah bagi usaha/kegiatan yang belum mencantumkannya dalam Dokumen Lingkungan Hidup (Amdal/UKL-UPL),0
30,8,Rekomendasi teknis dari Menteri untuk permohonan izin pemanfaatan air limbah ke tanah untuk aplikasi pada tanah yang spesifik,0
30,9,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
31,1,Surat Pengantar Camat Setempat,0
31,2,Fotocopy KTP ,0
31,3,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
31,4,Fotocopy Izin usaha yang dimiliki,0
31,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
31,6,"Daftar jenis limbah, jumlah limbah (per jenis limbah ) dan karaktaristik jenis limbah B3 yang akan dikelola",0
31,7,Desain konstruksi tempat pengumpulan / penyimpanan limbah B3,0
31,8,Flowsheet lengkap proses pengelolaan limbah B3,0
31,9,Uraian jenis dan spesifikasi teknik pengolahan dan peralatan yang digunakan,0
31,10,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
32,1,Surat Pengantar Camat Setempat,0
32,2,Fotocopy KTP ,0
32,3,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
32,4,Fotocopy Izin usaha yang dimiliki,0
32,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
32,6,"Daftar jenis limbah, jumlah limbah (per jenis limbah ) dan karaktaristik jenis limbah B3 yang akan dikelola",0
32,7,Desain konstruksi tempat pengumpulan / penyimpanan limbah B3,0
32,8,Flowsheet lengkap proses pengelolaan limbah B3,0
32,9,Uraian jenis dan spesifikasi teknik pengolahan dan peralatan yang digunakan,0
32,10,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
33,1,Surat Pengantar Camat Setempat,0
33,2,Fotocopy KTP ,0
33,3,Fotocopy NPWP,0
33,4,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
33,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
33,6,Berita acara pemeriksaan teknis kelayakan usaha dari Kepala Balai KSDA setempat ,0
33,7,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
34,1,Surat Pengantar Camat Setempat,0
34,2,Fotocopy KTP ,0
34,3,Fotocopy NPWP,0
34,4,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
34,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
34,6,Berita acara pemeriksaan teknis kelayakan usaha dari Kepala Balai KSDA setempat ,0
34,7,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
35,1,Surat Pengantar Camat Setempat,0
35,2,Fotocopy KTP ,0
35,3,Fotocopy NPWP,0
35,4,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
35,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
35,6,Rekomendasi kesesuaian dengan rencana makro pembangunan perkebunan provinsi dari Gubernur,0
35,7,Peta lokasi skala 1 : 10000 atau 1 : 5000,0
35,8,Pernyataan kesanggupan memiliki sarana prasarana dan sistem untuk melakukan pengendalian organis pengganggu tumbuhan (OPT),0
35,9,Pernyataan kesanggupan memiliki sarana prasarana dan sistem untuk melakukan pembakaran serta pengendalian kebakaran,0
35,10,Pernyataan kesediaan membangun kebun untuk masyarakat yang dilengkapi dengan renca kerja,0
35,11,Pernyataan kesediaan untuk melakukan kemitraan ,0
35,12,Rencana kegiatan kerja,0
35,13,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
36,1,Surat Pengantar Camat Setempat,0
36,2,Fotocopy KTP ,0
36,3,Fotocopy NPWP,0
36,4,"Fotocopy izin-izin penunjang usaha (IPR, rekomendasi dokumen lingkungan berupa Amdal/UKL-UPL/SPPL, IMB, SITU dan/ atau izin gangguan)",0
36,5,"Fotocopy akta pendirian perusahaan dan pengesahannya (CV, PT, Koperasi) perorangan tidak perlu",0
36,6,Rekomendasi kesesuaian dengan rencana makro pembangunan perkebunan provinsi dari Gubernur,0
36,7,Peta lokasi skala 1 : 10000 atau 1 : 5000,0
36,8,Jaminan pasokan bahan baku yang diketahui Bupati,0
36,9,Pernyataan kesediaan untuk melakukan kemitraan ,0
36,10,Rencana kerja pembangunan/perkebunan,0
36,11,Rencana kerja pembangunan unit pengolahan hasil perkebunan,0
36,12,Foto copy sertifikat / kartu peserta BPJS (UU. No.24 Tahun 2011 tentang BPJS. PP No 86 Th 2013 tentang pengenaan sanksi administrasi),0
37,1,Surat Pengantar Camat Setempat,0
37,2,Melampirkan IMTA yang akan diperpanjang,0
37,3,Fotocopy SK RPTKA yang masih berlaku ,0
37,4,Bukti pembayaran dana kompensasi penggunaan Tenaga Kerja Asing dari Bank yang ditunjuk,0
37,5,Program pendidikan dan pelatihan TKI pendamping ,0
37,6,Fotocopy polis asuransi,0
37,7,Fotocopy identitas tenaga kerja asing,0
37,8,Foto berwarna TKA dengan baju berkerah (4x6 = 2 lembar),0
